1,390267816,2349.00
2,1167483505,33.00
3,853887943,34.00
4,325869713,1798.00
5,898986895,902.00
6,1328457397,1616.00
7,1355302483,721.00
8,1266058160,3682.00
9,515334031,366.00
10,230436012,1082.00
11,371462259,1946.00
12,298627315,2740.00
13,449047486,5743.00
14,630746058,11330.00
15,1143867078,4359.00
16,461854939,87.00
17,707394641,653.00
18,204178374,328.00
19,454467056,648.00
20,1740729596,1406.00
21,555636619,1183.00
22,783648271,2189.00
23,582951657,7693.00
24,216346618,659.00
25,1656121652,1304.00
26,714914388,4165.00
27,1370674644,2044.00
28,341134422,1336.00
29,580051343,6002.00
30,1451680514,3076.00
31,234535971,6708.00
32,737556332,6017.00
33,1042896589,5035.00
34,326405936,10767.00
35,336030070,634.00
36,605111473,295.00
37,752758136,233.00
38,554093139,196.00
39,1329297942,154.00
40,2186863586,1.00
41,437909507,2197.00
42,624400312,12045.00
43,625057951,2709.00
44,932323004,501.00
45,1049085871,204.00
46,176118505,1991.00
47,1038223777,838.00
48,1730894666,250.00
49,902425682,1150.00
50,1609304016,631.00
51,564366503,13193.00
52,1034958931,3762.00
53,244258862,1215.00
54,1596576523,4439.00
55,1656286488,396.00
56,285537171,3950.00
57,1320599208,833.00
58,939296172,391.00
59,1353564428,679.00
60,378102920,4015.00
61,94794703,11244.00
62,302991275,2222.00
63,1072102939,241.00
64,167784612,749.00
65,1216383194,9403.00
66,79050681,2018.00
67,1643448530,783.00
68,117913759,7767.00
69,1013543370,7200.00
70,1629336978,1501.00
71,1690029932,3250.00
72,228819746,1610.00
73,558162599,8521.00
74,558218296,1370.00
75,1695797346,137.00
76,569421370,7620.00
77,284286433,1819.00
78,283417390,1726.00
79,179381721,2688.00
80,483508490,2575.00
81,1965928548,341.00
82,1146344322,994.00
83,1707733166,88.00
84,290891193,1075.00
85,316344985,323.00
86,873486506,2515.00
87,239241943,1341.00
88,382997071,5937.00
89,770457728,1864.00
90,186963547,19042.00
91,1390615836,677.00
92,1107351672,623.00
93,1597049060,2251.00
94,1536310122,378.00
95,206735445,1700.00
96,1159276135,825.00
97,124320103,1367.00
98,471751282,353.00
99,1537048436,3974.00
100,318313602,5457.00
101,728966600,1529.00
102,287803828,7537.00
103,971008987,456.00
104,384812563,6228.00
105,357635930,297.00
106,385262846,1054.00
107,1112976373,5592.00
108,1395791623,1178.00
109,1074991381,1476.00
110,311473241,5334.00
111,1735331425,1188.00
112,327089971,16478.00
113,1056332406,692.00
114,1340355440,1601.00
115,559072084,2613.00
116,301386554,4360.00
117,540112867,10525.00
118,251302756,5976.00
119,1936307952,127.00
120,411679941,10467.00
121,1078618231,1084.00
122,970302428,35038.00
123,619993303,1661.00
124,165631312,1592.00
125,1468848440,1591.00
126,721171747,348.00
127,609521711,21402.00
128,100131802,11997.00
129,1054199970,360.00
130,2192998982,561.00
131,871036124,315.00
132,170476158,8019.00
133,1004782010,2847.00
134,953320638,1013.00
135,1389981276,1611.00
136,1658229734,1828.00
137,431777117,6362.00
138,336278637,7334.00
139,141171065,11.00
140,535698630,1100.00
141,750780462,2807.00
142,1638643662,1769.00
143,1036323709,152.00
144,1674799699,26.00
